time,stack,heap,heap_extra
0,0,0,0
321,0,472,16
325,0,4568,24
328,0,8568,32
331,0,8576,48
331,0,10124,868
332,0,10140,876
332,0,26528,6296
333,0,26536,6312
333,0,38920,11568
334,0,38928,11584
334,0,39860,12020
334,0,39876,12028
334,0,39884,12044
334,0,39896,12056
334,0,39924,12068
334,0,39984,12080
334,0,40108,12092
334,0,40116,12108
334,0,40124,12124
334,0,40140,12132
334,0,40148,12148
334,0,40156,12164
334,0,40172,12172
334,0,40204,12180
334,0,40212,12196
334,0,40220,12212
334,0,40236,12220
334,0,40244,12236
334,0,40252,12252
334,0,40268,12260
334,0,40300,12268
334,0,40364,12276
334,0,40372,12292
334,0,40380,12308
334,0,40396,12316
334,0,40404,12332
334,0,40412,12348
334,0,40428,12356
334,0,40460,12364
334,0,40468,12380
334,0,40476,12396
334,0,40492,12404
334,0,40500,12420
334,0,40512,12432
334,0,40540,12444
334,0,40600,12456
334,0,40724,12468
334,0,40972,12484
334,0,41472,12504
334,0,42472,12520
334,0,44472,12528
334,0,48472,12536
334,0,48540,12556
335,0,49012,12572
342,0,53108,12580
345,0,53108,12580
345,0,49012,12572
345,0,48540,12556
345,0,44444,12548
345,0,43972,12532
345,0,43904,12512
345,0,39904,12504
