time,stack,heap,heap_extra
0,0,0,0
321,0,472,16
326,0,4568,24
329,0,8568,32
331,0,8576,48
332,0,8584,64
332,0,18716,4364
333,0,18732,4372
333,0,35752,10152
334,0,36004,10164
334,0,39852,12004
334,0,39860,12020
334,0,39876,12028
334,0,39884,12044
334,0,39896,12056
334,0,39924,12068
334,0,39984,12080
334,0,40108,12092
334,0,40116,12108
334,0,40124,12124
334,0,40140,12132
334,0,40148,12148
334,0,40156,12164
334,0,40172,12172
334,0,40204,12180
334,0,40212,12196
334,0,40220,12212
334,0,40236,12220
334,0,40244,12236
334,0,40252,12252
334,0,40268,12260
334,0,40300,12268
334,0,40364,12276
334,0,40372,12292
334,0,40380,12308
334,0,40396,12316
334,0,40404,12332
334,0,40412,12348
334,0,40428,12356
334,0,40460,12364
334,0,40468,12380
334,0,40476,12396
334,0,40492,12404
334,0,40500,12420
334,0,40512,12432
334,0,40540,12444
334,0,40600,12456
334,0,40724,12468
334,0,40972,12484
334,0,41472,12504
334,0,42472,12520
334,0,44472,12528
334,0,48472,12536
334,0,48539,12557
336,0,49011,12573
342,0,53107,12581
345,0,53107,12581
345,0,49011,12573
346,0,48539,12557
346,0,44443,12549
346,0,43971,12533
346,0,43904,12512
346,0,39904,12504
