time,stack,heap,heap_extra
0,0,0,0
325,0,472,16
330,0,4568,24
333,0,8568,32
335,0,8576,48
336,0,8584,64
336,0,18716,4364
337,0,18732,4372
337,0,36068,10244
338,0,36100,10252
338,0,39852,12004
338,0,39860,12020
338,0,39876,12028
338,0,39884,12044
338,0,39896,12056
338,0,39924,12068
338,0,39984,12080
338,0,40108,12092
338,0,40116,12108
338,0,40124,12124
338,0,40140,12132
338,0,40148,12148
338,0,40156,12164
338,0,40172,12172
338,0,40204,12180
338,0,40212,12196
338,0,40220,12212
338,0,40236,12220
338,0,40244,12236
338,0,40252,12252
338,0,40268,12260
338,0,40300,12268
338,0,40364,12276
338,0,40372,12292
338,0,40380,12308
338,0,40396,12316
338,0,40404,12332
338,0,40412,12348
338,0,40428,12356
338,0,40460,12364
338,0,40468,12380
338,0,40476,12396
338,0,40492,12404
338,0,40500,12420
338,0,40512,12432
338,0,40540,12444
338,0,40600,12456
338,0,40724,12468
338,0,40972,12484
338,0,41472,12504
338,0,42472,12520
338,0,44472,12528
338,0,48472,12536
338,0,48530,12550
340,0,49002,12566
346,0,53098,12574
349,0,53098,12574
349,0,49002,12566
349,0,48530,12550
349,0,44434,12542
349,0,43962,12526
349,0,43904,12512
349,0,39904,12504
